Id,SalePrice
2,123857.3216813202
4,266808.55824033637
6,187368.1614712691
7,249774.49215540057
17,239015.09513707808
18,341874.85877865995
22,188552.44925440336
27,86291.49486680957
31,97981.57523517497
36,165630.24204119155
39,332129.6650185953
40,291707.5612420526
42,318708.9845076045
46,222309.02439261042
53,199546.30254609976
58,183564.0655634054
61,341643.9063044768
72,205664.1963155088
79,116660.3997430685
80,223437.67125152773
82,168270.68785682297
83,96956.72305951687
85,146175.91780408937
88,107150.01709177624
92,306180.4251556131
93,301077.62005685363
95,225140.8746215687
102,175566.92874741787
103,198212.27115317015
106,263744.4314701436
107,184310.9036430926
110,237476.21575246658
114,216272.75852555898
116,197941.60012217192
117,167090.86241236283
118,137675.63684345828
125,143452.35399454273
126,157335.97495802143
127,116182.98457632703
128,201531.8361212667
134,117450.2132372451
135,157007.26854667114
137,278023.32918278594
143,125762.16036102595
147,119395.63516863389
148,174892.07411977183
150,97618.68221879657
156,137997.20398274157
157,111283.0867672395
159,162191.5059134839
161,282649.8918145234
167,129573.79857879691
170,95045.70776374964
171,57950.25970473583
175,70842.7651860048
179,143350.677274263
181,111429.54387156665
186,253773.31855456508
193,225431.3434350118
194,40541.36779805226
206,103485.05650313059
208,154736.26658897614
210,154125.7812690332
211,85495.36383690685
212,97892.6116072794
214,78690.39920016867
215,132255.67388474103
217,126806.8387357276
222,121168.8098549596
227,131821.00614701607
228,155902.81523899245
233,221188.498156189
235,100371.44073067047
238,133002.60451640887
241,181709.46315062977
252,229268.69578260323
253,220541.72924029757
256,146880.93599491497
257,133340.83920355327
258,219861.07207329874
259,191028.5603545364
261,146229.22679808363
263,110618.91428853362
266,238186.1489225377
267,252918.79882034846
270,145591.80197650148
271,272443.4597757489
276,84361.28036001697
285,155479.87338019675
288,21133.164895342663
289,129694.7960364453
290,116882.98486124724
291,108272.4394182656
292,103341.99737997307
293,204063.34073838266
294,236968.69923601137
295,186411.21477965382
304,145440.23560516536
322,348353.69989087293
326,177486.44004926644
327,70757.34255867079
328,100367.50233193487
331,28897.424163545715
332,48658.31962999725
333,69998.56363449222
335,119400.28321734373
337,216641.20233301073
342,130940.50482462207
343,187745.01685991185
347,191123.396885694
350,338267.24141432764
352,251423.06243375433
358,166360.25174350524
359,169880.41982230777
360,169531.39008609485
368,329796.88240484265
369,230549.02243305044
373,213884.68167376914
377,264575.1720693044
383,159904.61136908038
386,267840.38832579413
387,260877.64212011453
390,192217.29018373648
391,167967.16026972653
395,158299.81222702214
397,113970.39053574507
398,88698.98395529063
401,88932.42120955465
404,127709.15192552237
408,108369.69210709562
409,142715.966383975
410,167545.40790026146
418,152385.09450190468
422,378158.7445561474
427,369661.2075089242
431,385884.0926869642
433,427742.65220680716
437,322265.7741533159
438,306691.18915401096
442,336696.65253676823
447,245450.9613992148
459,329876.7115343113
460,286235.83841886534
464,212525.29183900636
465,198061.92015710357
467,173427.96910870867
468,175496.94006472733
474,196315.3012547975
480,211154.4927537446
481,201192.5269575501
483,227792.91108597605
488,199444.98651625914
492,190902.13173588528
494,183779.42697859136
499,315541.600746264
500,290897.6652253021
501,322006.7525038989
503,252769.56958839786
506,225425.51207236154
508,310765.9017526652
511,301657.5427466803
515,243177.6282035003
519,249175.63083097152
521,324298.53703826154
530,251194.49024497974
532,242804.8177417908
534,215948.96807901002
540,206261.94797456055
541,111939.41663809586
551,162481.57354547968
552,173031.14767808514
554,107089.24292732868
555,108253.84104658873
556,121934.4770568891
557,121817.05153709953
565,229684.77420922462
566,318759.7250378649
567,166999.8930869731
569,230766.39575272892
570,193846.89171362435
574,250072.15720970975
575,282801.18792391033
576,223122.82441770565
577,243778.14872801886
578,260208.55035427166
583,232531.91958873626
584,241723.0122595369
585,159099.01655558893
587,206693.5203909336
593,244928.99111633212
597,234741.13767835568
598,171126.36651578755
599,172612.76967402105
600,73404.24568200018
605,201410.13096622098
607,163113.56555273687
608,143763.4165747522
611,181677.94475579495
616,101165.58634879999
625,177732.04147300636
629,184196.16909826454
630,120827.67475569574
631,111759.69731972902
640,201921.06961559644
642,186846.2220416395
643,130462.59683032706
646,99709.6002410897
647,133429.73055933136
655,35123.33546525799
659,92381.66954238177
663,-44450.83899891283
665,95745.27497418597
667,262658.93951711454
673,163832.98093776358
676,103993.92271363712
680,156789.55699954182
682,121120.3619985804
687,179620.63114066748
688,177000.18982873275
692,139341.84571459098
693,106653.18703481974
695,167994.4802322036
697,114715.77069256408
700,174409.15169873647
702,152685.77627775865
703,168943.53593630646
704,86576.41279121768
712,69997.55809193617
713,81637.44415768236
717,291366.78814982297
720,225173.4618348498
721,22700.47891235049
726,180275.50524313282
733,107252.09986398136
736,118870.95052778302
738,85070.24862102838
741,139200.05536283506
743,-39847.512827546336
745,107971.06505609513
750,179217.99714691658
756,87455.99848334491
757,148987.2686455804
758,185925.3169219722
760,35692.70313838683
765,120101.84318053257
775,120641.83840234135
776,116478.8489074856
780,151199.3867757239
783,167474.10956704128
790,108674.0359494132
795,32867.964823486516
796,115321.95315639116
797,145912.66082586115
798,119280.43242126564
804,210642.93752734177
805,230899.5916509584
806,266120.82274612365
808,114037.29117745673
814,152438.21143799555
818,306750.0275612518
821,297359.9208213098
822,330526.40790674044
825,290474.1723549147
827,253771.15774763422
830,221087.16769621172
834,239874.2836607434
835,179173.83015009202
842,131018.97615352413
845,235940.1641625315
852,237833.87106853398
857,112428.07007794688
858,133388.40102901962
859,99242.34204488248
860,120618.30759357125
861,107039.25050170673
864,283679.8045602925
868,224470.85542988428
869,238712.47778782877
872,286903.185006693
873,223402.5267587169
885,79467.98092037719
890,105199.99843216548
895,66017.29314032826
899,25515.74697331991
906,100166.78954829695
918,153309.6459822876
923,124795.91026346851
925,93975.90352042904
927,114716.4699356989
932,200507.01041251956
933,134781.41492283763
934,151244.6278249789
942,81863.87765287678
947,282123.2680215365
948,274028.2792198586
951,133462.2077301438
957,261830.94338947115
958,326331.6668663423
959,233613.46638600947
963,195379.4128978611
967,237958.07240488217
968,333497.6106224088
971,128578.44583436102
972,171915.13806021307
976,60210.21662734542
978,48253.23581115529
979,75699.88605484413
984,79088.85780092375
986,143051.94728446077
991,213977.70866699982
996,189757.0843828693
1001,271717.7193912994
1007,215820.61294185556
1008,182334.9712078448
1009,226542.9970356468
1014,182915.779617324
1022,246767.78934702696
1024,165326.61670015636
1027,126037.580815339
1030,185123.07366028498
1032,142829.8902721745
1035,148841.75943762017
1042,120381.0438039403
1047,152098.74032179033
1050,92398.59482923523
1055,296106.331930537
1059,385452.8053146624
1061,360849.081192072
1064,414144.66236689803
1077,250681.69166434393
1081,237037.3626644062
1092,221056.76103338366
1093,196952.1405709323
1095,201449.82824592106
1099,281304.86359412037
1101,304593.20106559456
1103,327632.5428818567
1109,250974.81463175453
1112,221759.80250012595
1113,289187.90920274705
1114,250084.75393292075
1116,283818.95670522796
1117,231831.83427275694
1119,288982.80396463396
1121,256061.62449018843
1122,225672.39137652097
1125,279827.306509709
1137,179281.7237692934
1142,213891.09153711982
1144,200419.58661977318
1145,217109.4637275315
1147,189646.4625359769
1148,212036.58417850756
1149,177417.80548307067
1150,107941.30375519255
1153,97266.58904659748
1154,90366.2583145639
1159,366234.51424941677
1161,201251.2760335314
1167,176783.55615989584
1171,286456.3697626365
1174,195378.83480854356
1188,209115.18367471173
1189,183554.9310259209
1191,169671.58616867545
1195,132254.22282981593
1199,200013.86062731175
1201,193421.21548459074
1204,216208.604161561
1211,147946.45745418407
1214,171712.6656190988
1219,124169.387475383
1220,-3927.5419184248894
1227,180122.68631093763
1229,216624.0011413542
1231,125522.57190081198
1234,209976.06689616712
1235,104809.5040751039
1239,159230.22255495703
1240,158525.87931225915
1241,178613.62709322618
1246,78302.8290903829
1249,183501.41956851445
1250,131530.69863908272
1252,115878.42405765736
1259,196673.3443983139
1267,88915.01899253158
1269,75787.64302133932
1270,137467.749210204
1272,105204.71334763407
1274,151046.98193210457
1276,127414.11569225276
1279,138571.33317356952
1281,176004.87614940573
1286,154300.74646460917
1287,133418.80495863548
1290,65180.83925491385
1291,154460.3637855705
1297,178336.06464049453
1302,158502.5169685844
1303,-32725.45132908877
1312,90615.22436030675
1315,103974.71996916737
1322,16042.356480248272
1327,93208.11289221095
1331,128498.69283366133
1333,112399.54425504664
1334,128899.39051173045
1336,114230.90137805813
1341,111415.91735439585
1344,61532.6607902057
1347,161838.95547706075
1348,197150.28304571053
1353,184908.34976510424
1355,125393.2680331571
1356,122235.90918771527
1357,192653.3829106749
1361,144473.5404488002
1364,140670.71780659677
1368,123406.67513020197
1369,97261.03288238146
1371,144638.2338103524
1373,116302.51144623687
1374,102289.40369690582
1387,117278.8183224781
1388,80449.82447445067
1392,134492.74946075515
1394,126612.35586523148
1406,146428.5607048897
1407,205886.37049455591
1408,140276.4107978074
1409,165864.7539578341
1411,143593.99675777415
1412,76420.32622861839
1413,143931.00504725287
1414,110937.86564645241
1425,295909.3800305496
1430,179352.16641002963
1431,190637.97436278942
1435,226303.5182161259
1441,232945.36993659474
1444,234124.20701488294
1445,106564.09384088824
1446,111247.68507117638
1452,100238.39935105294
1453,93051.90616097557
1456,256234.86187530681
1457,261246.0441973845
1460,310136.25123856636
1463,305553.20386089897
1468,228901.70336651383
1471,202481.7920296304
1474,225127.26067037205
1475,225629.87271477305
1476,226409.43358138064
1478,237469.0588952019
1482,145591.80197650148
1483,145591.80197650148
1484,145591.80197650148
1485,145854.47281145863
1496,165241.10780250118
1497,119259.68864404294
1500,155481.6115732845
1506,84385.04967930308
1507,66271.3475493365
1509,111512.56700415164
1510,118684.10613908456
1513,95072.80462876521
1517,141167.72370830202
1518,159752.76786355185
1523,179431.25583308144
1524,129630.35822193278
1526,158688.34129706165
1529,201630.72283182293
1531,164740.56493169605
1535,105106.17667495878
1536,134445.87564006937
1538,357416.19461368
1540,236245.05237408774
1543,135492.884427245
1545,123355.48665366787
1546,134077.58676148579
1557,58104.11138932593
1558,101002.13470347878
1559,40565.63975840225
1563,267956.1481548827
1568,169583.4977434154
1571,176519.86956262845
1578,132152.07527964446
1579,228642.54094098834
1584,250994.93126140535
1586,314356.33119190997
1604,103639.8041862296
1606,141839.29315622686
1610,164297.50492774346
1611,121778.10548010375
1618,169795.58395645674
1623,192262.75620523863
1624,198819.81290772464
1628,181709.0126392271
1633,247057.06016501086
1645,176401.7339697699
1649,217230.297760732
1652,158892.63304106123
1653,168131.83666186896
1656,141949.43945451034
1662,195747.005391289
1668,101708.38609843515
1670,96121.73311750335
1672,85780.03842335613
1673,157484.34953921055
1674,191409.72915045056
1677,132808.74624870298
1678,132808.74624870298
1679,119899.33920622338
1685,328459.91678959504
1692,397377.5551889404
1693,312960.63530127425
1696,404727.74945375416
1709,322533.9216753612
1711,303850.8954288841
1717,199420.525229431
1718,199420.525229431
1721,273260.7599987923
1722,247920.27806978906
1725,325493.84853135166
1726,248824.35979488352
1730,175729.3501476827
1731,199135.41157394927
1733,182516.57554082992
1737,213198.54470592225
1746,244282.30443197768
1747,187290.30839355057
1748,183020.61901683104
1749,229974.3072492159
1760,190009.9046913325
1761,508392.52689183946
1762,347832.6919988431
1768,502735.8790757414
1769,239015.3061848667
1770,293691.14532870916
1776,230195.95375472866
1781,393768.1323977811
1785,273287.80929863453
1792,245600.14328960655
1798,307005.1135958773
1812,196672.24595167325
1814,229169.84476652415
1817,116728.19443734013
1818,153434.2168860184
1822,114979.19966689986
1823,100458.00982214836
1829,253479.13001986803
1838,218782.82544240425
1845,175304.25791246048
1851,226499.38062322186
1855,283538.72605165
1856,164483.5309170084
1858,233248.419726172
1865,223742.39415983343
1866,149029.49639329314
1867,173048.420021035
1868,216888.70216481155
1876,124188.12240296043
1878,141451.15759849106
1879,168799.34732187353
1882,139087.72556439554
1883,118870.50849171728
1887,62475.94560312899
1895,152689.34755061194
1898,159315.3917966229
1904,-15349.232177042402
1908,148413.18308176473
1917,138014.02832457982
1918,101302.28469070955
1920,118955.262903566
1922,119907.92298412579
1923,149727.2672679401
