Id,SalePrice
2,130125.76518109141
4,271332.3350418166
6,193500.7995785645
7,245163.2308018507
17,258927.2153934761
18,369258.3543190276
22,217445.63655789543
27,91709.46938410535
31,103510.55680579474
36,167399.83865716125
39,365170.78545660735
40,255831.79421616663
42,287075.86092201725
46,215503.82734924383
53,169675.52308080308
58,195501.38346124385
61,302207.1592188688
72,223082.11397841116
79,124163.03994030828
80,219128.4071047223
82,161336.4797419278
83,77241.25147303069
85,149864.75382549423
88,115666.37744105022
92,349119.6264520227
93,322208.9141170521
95,184153.03208975497
102,168518.94694701498
103,210218.84618120044
106,269143.3996946858
107,194471.03252230093
110,232735.55437041578
114,223290.73263959857
116,197197.54667419908
117,175300.62534844448
118,139054.8727900822
125,162941.27423016654
126,186601.83716169567
127,121079.42642395725
128,189952.2183532476
134,119552.35436143409
135,156468.716004469
137,266702.21249447425
143,130089.0792351657
147,134088.1842371054
148,181494.82365957726
150,86905.81568853612
156,129264.18530291089
157,87956.11388556412
159,173805.45706971534
161,284801.20138284634
167,145575.63195517447
170,94357.09179817839
171,32163.023719016433
175,57975.416223485576
179,114729.67761410816
181,93753.83099705135
186,245546.01804847355
193,218122.59403497042
194,22085.815457885998
206,120461.45008125363
208,146197.78612973847
210,164359.85397580775
211,74404.65899280185
212,114436.83918635253
214,68221.45729426487
215,152695.84383996614
217,113286.14573707714
222,122754.81874503245
227,155555.31275059856
228,163475.10386270095
233,234734.67302964008
235,114057.24239300305
238,142600.41837229984
241,145572.40526948837
252,195384.68891381242
253,187350.00400499164
256,149972.838247299
257,134692.97342104875
258,226011.82805894563
259,196524.00549730056
261,150527.86428768854
263,107614.2273110782
266,240089.1590680833
267,242775.2057549455
270,133910.6160904635
271,300119.81373768183
276,104030.66077315054
285,133493.54373304817
288,1061.8379653220181
289,115994.22020362111
290,106549.81087856062
291,131373.97339238305
292,90507.2967774052
293,197411.0887623266
294,233966.41037499273
295,195613.86275406546
304,140204.13370381863
322,317758.15135202976
326,140479.37345926787
327,72648.83664282926
328,113560.7959051707
331,24614.003344480996
332,29619.254546099284
333,64158.63710802063
335,118506.46679462757
337,200733.88705824074
342,140148.20590076307
343,196153.60880307158
347,204558.94899812687
350,371398.6193211252
352,225834.22553590036
358,163391.23987592934
359,184368.80651313692
360,137628.63980901954
368,275887.39526890754
369,249426.914902091
373,219768.8950235269
377,279108.59084249043
383,174700.1205863676
386,248493.9867841192
387,266899.54322622216
390,191944.26719314992
391,150824.71185059295
395,160387.67707191242
397,111985.46607381225
398,94320.10504937146
401,87057.5410492779
404,151911.5898007781
408,106165.69565743391
409,160912.3747873785
410,171096.9084967027
418,159856.83142578226
422,413272.6062093461
427,322857.75488363404
431,417851.2722657911
433,468481.3789427688
437,357459.8555041362
438,266106.6155513078
442,347972.9098351541
447,207451.0789842026
459,314842.7611017821
460,251653.96027479877
464,218304.3884766962
465,192453.60566430967
467,163389.85964249363
468,154565.39372633302
474,160265.6120344498
480,195174.6556427861
481,223525.6375181068
483,231382.93326862992
488,175386.37589167585
492,172416.0159995629
494,185006.510335435
499,332484.14395215013
500,260454.63775199905
501,351448.46877603955
503,266479.5731833809
506,233705.7665892891
508,270263.8917721949
511,319068.9451751264
515,260079.83185176222
519,258147.99269288054
521,293798.7408254717
530,237140.1274961156
532,248690.70457841104
534,182820.87061097697
540,177521.72620753737
541,74751.10073827507
551,163014.47169097475
552,192466.95825926782
554,94164.39301665028
555,125448.77232045282
556,123619.11852728928
557,131200.19783988348
565,242948.65658774818
566,291252.08153372083
567,136709.20424986558
569,174424.13965213092
570,195884.28779702543
574,263466.4412732129
575,288897.75872795586
576,231461.10403159555
577,210094.65940116285
578,254097.36361370285
583,254615.15028521736
584,262756.3381317314
585,173960.1376845642
587,190007.66828103844
593,257319.7588138513
597,252364.17441688458
598,180321.95527866037
599,187023.20861032538
600,80764.63720949294
605,179234.3471572449
607,156198.4860230283
608,157205.21931321544
611,190534.76314654163
616,94993.64048180613
625,173990.03974774646
629,145651.7317327104
630,88238.05166470661
631,125390.6874988694
640,234116.70871078243
642,148047.5903033661
643,135979.49248428704
646,71926.96104638083
647,133155.28685761717
655,3805.0442546345585
659,54587.09698733053
663,-65725.9398826555
665,74263.88731480387
667,267191.5554816866
673,160945.92253535616
676,108038.14916800297
680,146831.1692870703
682,119345.05151390072
687,157956.4476297445
688,176054.73009422465
692,123547.91059945335
693,85948.04661134045
695,213662.34523117388
697,98185.62633276285
700,171776.3786452307
702,157031.0155523071
